yelpid,closed,scrapedurl,name,rating,review,verified,pricerange,categorylist,photos,phone,address,morebusinessinfo,openingtimes,lat,lng,seg
8-paet-rio-elmhurst-2,True,https://www.yelp.com/biz/8-paet-rio-elmhurst-2,8 Paet Rio,3.8,109,Claimed,$$,Thai,366,(917) 832-6672,"81-10 Broadway Elmhurst, NY 11373","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Waiter Service, Beer & Wine Only, TV, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, Bike Parking",Mon: 11:30 AM - 6:00 PM | Tue: 11:30 AM - 6:00 PM | Wed: 11:30 AM - 6:00 PM | Thu: 11:30 AM - 6:00 PM | Fri: 11:30 AM - 6:00 PM | Sat: 11:30 AM - 6:00 PM | Sun: 11:30 AM - 6:00 PM,,,0
via-carota-new-york,False,https://www.yelp.com/biz/via-carota-new-york-city,Via Carota,3.9,997,Claimed,$$$,Italian,>1000,(212) 255-1962,"51 Grove St New York City, NY 10014","Health Score 25.0, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Full Bar, Dogs Allowed, Wheelchair Accessible, Gender-neutral restrooms, Women-owned, Open to All, Heated Outdoor Seating, Covered Outdoor Seating, Offers Catering, Not Good For Kids, No Wi-Fi, No Happy Hour, No TV, Provides reusable tableware, No Bike Parking",Mon: 11:00 AM - 11:00 PM | Tue: 11:00 AM - 11:00 PM | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 10:00 AM - 11:00 PM | Sun: 10:00 AM - 11:00 PM,,,0
ngam-new-york,True,https://www.yelp.com/biz/thaimee-table-new-york,Thaimee Table,3.7,1219,Claimed,$$,"Thai, Comfort Food, Bars",>1000,(212) 777-8424,"99 3rd Ave New York, NY 10003","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Trendy, Classy, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Best nights on Sunday, Happy Hour Specials, Full Bar, Gender-neutral restrooms, No Outdoor Seating, Not Good For Dancing, No Pool Table, No Wi-Fi, No Smoking, No TV, Bike Parking","Mon: Closed | Tue: 5:00 PM - 10:00 PM | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 10:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 12:00 PM - 3:00 PM, 5:00 PM - 11:00 PM | Sun: 12:00 PM - 3:00 PM, 5:00 PM - 10:00 PM",,,0
salt-and-fat-sunnyside,True,https://www.yelp.com/biz/salt-and-fat-sunnyside,Salt & Fat,4.0,892,Claimed,$$,"New American, Asian Fusion",>1000,(718) 433-3702,"41-16 Queens Blvd Sunnyside, NY 11104","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Casual, Moderate Noise, Good for Groups, Street Parking, Free Wi-Fi, Beer & Wine Only, No Outdoor Seating, Offers Catering, Not Good For Kids, No TV, Bike Parking",Mon: Closed | Tue: 6:00 PM - 11:00 PM | Wed: 6:00 PM - 11:00 PM | Thu: 6:00 PM - 11:00 PM | Fri: 6:00 PM - 11:00 PM | Sat: 6:00 PM - 11:00 PM | Sun: 5:00 PM - 10:00 PM,,,0
burma-noodle-bar-brooklyn,True,https://www.yelp.com/biz/burma-noodle-bar-brooklyn,Burma Noodle Bar,4.1,8,Claimed,$$,"Burmese, Noodles",54,(415) 254-6185,"220 36th St Brooklyn, NY 11232","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Street Parking, Private Lot Parking, Free Wi-Fi, Wheelchair Accessible, No Waiter Service, No Alcohol, Dogs Not Allowed, No TV, Bike Parking",Mon: 11:30 AM - 3:00 PM | Tue: 11:30 AM - 3:00 PM | Wed: 11:30 AM - 3:00 PM | Thu: 11:30 AM - 3:00 PM | Fri: 11:30 AM - 3:00 PM | Sat: Closed | Sun: Closed,,,0
the-halal-guys-new-york-8,False,https://www.yelp.com/biz/the-halal-guys-new-york-8,The Halal Guys,3.6,853,Claimed,$,"Middle Eastern, Halal, Mediterranean",755,(347) 378-4417,"307 E 14th St New York, NY 10003","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Late Night, Street Parking, No Outdoor Seating, No Wi-Fi, No Happy Hour, No Alcohol, Dogs Not Allowed, No TV, Bike Parking",Mon: 10:00 AM - 4:00 AM (Next day) | Tue: 10:00 AM - 4:00 AM (Next day) | Wed: 10:00 AM - 4:00 AM (Next day) | Thu: 10:00 AM - 4:00 AM (Next day) | Fri: 10:00 AM - 5:00 AM (Next day) | Sat: 10:00 AM - 5:00 AM (Next day) | Sun: 10:00 AM - 4:00 AM (Next day),,,0
alimentos-saludables-brooklyn,True,https://www.yelp.com/biz/alimentos-saludables-brooklyn,Alimentos Saludables,4.6,22,Claimed,$,Mexican,33,(718) 492-1660,"5919 4th Ave Brooklyn, NY 11220","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Waiter Service, TV, Gender-neutral restrooms, No Outdoor Seating, No Wi-Fi, No Alcohol, Bike Parking",Mon: 6:00 AM - 11:00 AM | Tue: 6:00 AM - 11:00 AM | Wed: 6:00 AM - 11:00 AM | Thu: 6:00 AM - 11:00 AM | Fri: 6:00 AM - 11:00 AM | Sat: 6:00 AM - 11:00 AM | Sun: 6:00 AM - 11:00 AM,,,0
mission-chinese-new-york,True,https://www.yelp.com/biz/mission-manhattan-new-york,Mission - Manhattan,3.2,765,Claimed,$$,"Chinese, Asian Fusion",848,(917) 376-5660,"171 E Broadway New York, NY 10002","Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Loud, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Happy Hour Specials, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Open to All, Not Good For Kids, No Waiter Service, No Wi-Fi, Dogs Not Allowed, No TV, Bike Parking",Mon: Closed | Tue: Closed | Wed: 5:00 PM - 10:00 PM | Thu: 3:00 PM - 9:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 5:00 PM - 10:00 PM | Sun: 5:00 PM - 10:00 PM,,,0
bar-americain-new-york-2,True,https://www.yelp.com/biz/bar-americain-new-york-2,Bar Americain,3.4,1365,Claimed,$$$,"New American, Bars",604,(212) 265-9700,"152 W 52nd St New York, NY 10019","Takes Reservations, No Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Classy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Background Music, Best nights on Thursday, Friday, Saturday, Full Bar, No Outdoor Seating, Offers Catering, Not Good For Kids, No Pool Table, No Wi-Fi, No Smoking, No TV, No Bike Parking",Mon: 11:45 AM - 10:00 PM | Tue: 11:45 AM - 11:00 PM | Wed: 11:45 AM - 11:00 PM | Thu: 11:45 AM - 11:00 PM | Fri: 11:45 AM - 11:30 PM | Sat: 11:30 AM - 11:30 PM | Sun: 11:30 AM - 10:00 PM,,,0
bonchon-chicken-new-york-11,False,https://www.yelp.com/biz/bonchon-new-york-17,Bonchon,3.3,1096,Claimed,$$,"Korean, Chicken Wings, Asian Fusion",760,(212) 221-3339,"207 W 38th St New York, NY 10018","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Limited Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Happy Hour Specials, Full Bar, TV, Gender-neutral restrooms, No Wi-Fi, Dogs Not Allowed, Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 10:00 PM | Wed: 11:00 AM - 10:00 PM | Thu: 11:00 AM - 10:00 PM | Fri: 11:00 AM - 10:00 PM | Sat: 11:00 AM - 10:00 PM | Sun: 12:00 PM - 9:00 PM,,,0
fish-cheeks-new-york,False,https://www.yelp.com/biz/fish-cheeks-new-york,Fish Cheeks,4.4,1540,Claimed,$$,"Seafood, Thai, Live/Raw Food",>1000,(212) 677-2223,"55 Bond St New York, NY 10012","Health Score B, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Casual, Trendy, Moderate Noise, Offers Catering, Good for Groups, Good for Dinner, Waiter Service, Happy Hour Specials, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Asian-owned, Open to All, Heated Outdoor Seating, Covered Outdoor Seating, Not Good For Kids, No Wi-Fi, Dogs Not Allowed, No TV, Compostable containers available, Plastic-free packaging, Provides reusable tableware, No Bike Parking",Mon: 12:00 PM - 10:00 PM | Tue: 12:00 PM - 10:00 PM | Wed: 12:00 PM - 10:00 PM | Thu: 12:00 PM - 10:00 PM | Fri: 12:00 PM - 11:00 PM | Sat: 12:00 PM - 11:00 PM | Sun: 12:00 PM - 10:00 PM,,,0
cowgirl-sea-horse-new-york,False,https://www.yelp.com/biz/cowgirl-seahorse-new-york-2,Cowgirl Seahorse,3.7,679,Claimed,$$,"Tex-Mex, Seafood, Southern",624,(212) 608-7873,"259 Front St New York, NY 10038","Health Score A, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Cryptocurrency, Casual, Loud, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Happy Hour Specials, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, Heated Outdoor Seating, Covered Outdoor Seating, No Outdoor Seating, Dogs Not Allowed, No Private Dining, Bike Parking, Bring your own container allowed, Provides reusable tableware",Mon: 11:30 AM - 4:00 AM (Next day) | Tue: 11:30 AM - 4:00 AM (Next day) | Wed: 11:30 AM - 4:00 AM (Next day) | Thu: 11:30 AM - 4:00 AM (Next day) | Fri: 11:30 AM - 4:00 AM (Next day) | Sat: 11:30 AM - 4:00 AM (Next day) | Sun: 11:30 AM - 4:00 AM (Next day),,,0
giovanni-rana-pastificio-and-cucina-new-york,True,https://www.yelp.com/biz/giovanni-rana-pastificio-and-cucina-new-york,Giovanni Rana Pastificio & Cucina,3.6,577,Claimed,$$,Italian,618,(212) 370-0975,"75 9th Ave New York, NY 10011","Takes Reservations, Offers Takeout, No Delivery, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Full Bar, No Wi-Fi, No TV, Bike Parking",Mon: 11:00 AM - 11:00 PM | Tue: 11:00 AM - 11:00 PM | Wed: 11:00 AM - 11:00 PM | Thu: 11:00 AM - 11:00 PM | Fri: 11:00 AM - 11:00 PM | Sat: 11:00 AM - 11:00 PM | Sun: 11:00 AM - 10:00 PM,,,0
company-new-york-6,True,https://www.yelp.com/biz/company-new-york-6,Company,3.4,545,Claimed,$$,"Pizza, Salad, Coffee & Tea",242,(212) 243-1105,"230 9th Ave New York, NY 10001","Offers Takeout, No Reservations, No Delivery, Accepts Credit Cards, Outdoor Seating, Casual, Moderate Noise, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Beer & Wine Only, Gender-neutral restrooms, Offers Catering, No Wi-Fi, No TV, Bike Parking",Mon: 12:00 PM - 10:00 PM | Tue: 12:00 PM - 10:00 PM | Wed: 12:00 PM - 10:00 PM | Thu: 12:00 PM - 10:00 PM | Fri: 12:00 PM - 10:00 PM | Sat: 12:00 PM - 10:00 PM | Sun: 12:00 PM - 10:00 PM,,,0
lake-pavilion-flushing-2,False,https://www.yelp.com/biz/new-lake-pavilion-flushing,New Lake Pavilion,3.1,627,Claimed,$$,"Dim Sum, Seafood",>1000,(718) 886-6693,"6015 Main St Flushing, NY 11355","Health Score Grade Pending, Takes Reservations, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Casual, Loud, Good for Groups, Good For Kids, Good for Brunch, Lunch, Dinner, Garage Parking, Street Parking, Private Lot Parking, Valet Parking, Waiter Service, Free Wi-Fi, Beer & Wine Only, Wheelchair Accessible, TV, Private Dining, No Outdoor Seating, Offers Catering, No Happy Hour, No Drive-Thru, Dogs Not Allowed, No Heated Outdoor Seating, No Covered Outdoor Seating, Provides reusable tableware, No Bike Parking",Mon: 9:00 AM - 10:00 PM | Tue: 9:00 AM - 10:00 PM | Wed: 9:00 AM - 10:00 PM | Thu: 9:00 AM - 10:00 PM | Fri: 9:00 AM - 10:00 PM | Sat: 9:00 AM - 10:00 PM | Sun: 9:00 AM - 10:00 PM,,,0
pok%c3%a9works-new-york-2,False,https://www.yelp.com/biz/pokeworks-new-york-12,Pokeworks,4.0,1863,Claimed,$$,"Sushi Bars, Poke, Salad",>1000,(646) 257-4251,"63 W 37th St New York, NY 10018","Health Score 50.0, Offers Takeout, No Reservations, Vegan Options, Accepts Credit Cards, Accepts Apple Pay, Accepts Android Pay, Casual, Classy, Moderate Noise, Casual Dress, Offers Catering, Good For Kids, Good for Lunch, Street Parking, Wheelchair Accessible, Open to All, No Outdoor Seating, Not Good For Groups, No Waiter Service, No Wi-Fi, No Alcohol, No Drive-Thru, Dogs Not Allowed, No TV, Bike Parking",Mon: 11:00 AM - 4:00 PM | Tue: 11:00 AM - 4:00 PM | Wed: 11:00 AM - 4:00 PM | Thu: 11:00 AM - 4:00 PM | Fri: 11:00 AM - 4:00 PM | Sat: Closed | Sun: Closed,,,0
bami-brooklyn,True,https://www.yelp.com/biz/bami-brooklyn,Bami,3.3,29,Claimed,$$,"Sandwiches, Noodles, Vietnamese",55,(718) 782-1445,"126 N 6th St Brooklyn, NY 11249","Offers Delivery, Offers Takeout, No Reservations, Accepts Credit Cards, Accepts Apple Pay, Intimate, Trendy, Casual, Moderate Noise, Offers Catering, Good For Kids, Good for Lunch, Dinner, Waiter Service, Beer & Wine Only, Wheelchair Accessible, No Outdoor Seating, Not Good For Groups, No Wi-Fi, No TV, Bike Parking",,,,0
toloache-new-york-2,False,https://www.yelp.com/biz/toloache-50-new-york,Toloache 50,4.0,2281,Claimed,$$$,Mexican,>1000,(212) 581-1818,"251 West 50th St New York, NY 10012","Health Score 24.0, Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Limited Vegetarian Options, Accepts Credit Cards, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Wheelchair Accessible, TV, Gender-neutral restrooms, Latinx-owned, Heated Outdoor Seating, Covered Outdoor Seating, No Happy Hour, No Drive-Thru, Dogs Not Allowed, No Bike Parking",Mon: 11:30 AM - 10:30 PM | Tue: 11:30 AM - 11:30 PM | Wed: 11:30 AM - 11:30 PM | Thu: 11:30 AM - 11:30 PM | Fri: 11:30 AM - 12:00 AM (Next day) | Sat: 11:30 AM - 12:00 AM (Next day) | Sun: 11:30 AM - 10:30 PM,,,0
craft-new-york,False,https://www.yelp.com/biz/craft-new-york,Craft,4.1,1099,Claimed,$$$$,"New American, Bars, Seafood",981,(212) 780-0880,"43 E 19th St New York, NY 10003","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency, Outdoor Seating, Upscale, Classy, Moderate Noise, Good for Groups, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Best nights on Thursday, Saturday, Sunday, Full Bar, Wheelchair Accessible, Gender-neutral restrooms, Open to All, Offers Catering, Not Good For Kids, No Happy Hour, No Smoking, Dogs Not Allowed, No TV, No Heated Outdoor Seating, No Covered Outdoor Seating, No Private Dining, No Bike Parking",Mon: 5:00 PM - 9:00 PM | Tue: 5:00 PM - 9:00 PM | Wed: 5:00 PM - 9:00 PM | Thu: 5:00 PM - 9:00 PM | Fri: 5:00 PM - 9:30 PM | Sat: 5:00 PM - 9:30 PM | Sun: 5:00 PM - 9:00 PM,,,1
terroir-wine-bar-new-york,True,https://www.yelp.com/biz/terroir-wine-bar-new-york,Terroir Wine Bar,4.1,203,Claimed,$$,"Wine Bars, New American",48,(646) 602-1300,"413 E 12th St New York, NY 10009","No Reservations, No Delivery, No Takeout, Accepts Credit Cards, Intimate, Loud, Casual Dress, Street Parking, Beer & Wine Only, No Outdoor Seating, Offers Catering, Not Good For Groups, Not Good For Kids, No Wi-Fi, No TV, Bike Parking",Mon: 5:00 PM - 2:00 AM (Next day) | Tue: 5:00 PM - 2:00 AM (Next day) | Wed: 5:00 PM - 2:00 AM (Next day) | Thu: 5:00 PM - 2:00 AM (Next day) | Fri: 5:00 PM - 2:00 AM (Next day) | Sat: 5:00 PM - 2:00 AM (Next day) | Sun: 5:00 PM - 12:00 AM (Next day),,,1
scarpetta-new-york,False,https://www.yelp.com/biz/scarpetta-new-york,Scarpetta,4.1,2325,Claimed,$$$,"Italian, Bars, Desserts",>1000,(212) 691-0555,"88 Madison Ave New York, NY 10016","Takes Reservations, Offers Takeout, Pescatarian Options, Vegan Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Classy, Moderate Noise, Dressy, Offers Catering, Good for Groups, Good For Kids, Good for Dinner, Street Parking, Waiter Service, Free Wi-Fi, Full Bar, Wheelchair Accessible, Heated Outdoor Seating, Covered Outdoor Seating, Private Dining, No Happy Hour, Dogs Not Allowed, No TV, Bike Parking, Provides reusable tableware","Mon: 11:30 AM - 2:30 PM, 5:30 PM - 9:30 PM | Tue: 11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM | Wed: 11:30 AM - 2:30 PM, 5:30 PM - 10:00 PM | Thu: 11:30 AM - 2:30 PM, 5:30 PM - 11:00 PM | Fri: 11:30 AM - 2:30 PM, 5:30 PM - 11:00 PM | Sat: 5:00 PM - 11:00 PM | Sun: 11:30 AM - 3:00 PM, 5:30 PM - 9:30 PM",,,1
perbacco-new-york-2,True,https://www.yelp.com/biz/perbacco-new-york-2,Perbacco,3.7,190,Claimed,$$$,"Italian, Wine Bars",80,(212) 253-2038,"234 E 4th St New York, NY 10009","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Outdoor Seating, Casual, Moderate Noise, Casual Dress, Offers Catering, Good for Groups, Good for Dinner, Street Parking, Free Wi-Fi, Beer & Wine Only, Not Good For Kids, No TV, No Bike Parking",Mon: 4:00 PM - 10:30 PM | Tue: 4:00 PM - 10:30 PM | Wed: 4:00 PM - 10:30 PM | Thu: 4:00 PM - 10:30 PM | Fri: 4:00 PM - 11:30 PM | Sat: 4:00 PM - 11:30 PM | Sun: 4:00 PM - 10:30 PM,,,1
mehtaphor-new-york,True,https://www.yelp.com/biz/mehtaphor-new-york,Mehtaphor,3.6,120,Claimed,$$$,"Asian Fusion, Tapas/Small Plates",37,(212) 542-9440,"130 Duane St New York, NY 10013","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Trendy, Moderate Noise, Offers Catering, Good for Groups, Street Parking, Free Wi-Fi, Full Bar, No Outdoor Seating, Not Good For Kids, No TV",Mon: 7:00 AM - 11:30 PM | Tue: 7:00 AM - 11:30 PM | Wed: 7:00 AM - 11:30 PM | Thu: 7:00 AM - 11:30 PM | Fri: 7:00 AM - 11:30 PM | Sat: 7:00 AM - 11:30 PM | Sun: Closed,,,1
taim-new-york-3,False,https://www.yelp.com/biz/taim-mediterranean-kitchen-west-village-new-york-4,taim mediterranean kitchen - West Village,4.4,1589,Claimed,$$,"Mediterranean, Kosher, Wraps",608,(212) 691-1287,"222 Waverly Pl New York, NY 10014","Health Score A, Offers Delivery, Offers Takeout, No Reservations, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Casual, Moderate Noise, Offers Catering, Good for Lunch, Street Parking, Free Wi-Fi, Wheelchair Accessible, Gender-neutral restrooms, Open to All, Not Good For Groups, Not Good For Kids, No Waiter Service, No Happy Hour, No Alcohol, Dogs Not Allowed, No TV, Bike Parking",Mon: 11:00 AM - 10:00 PM | Tue: 11:00 AM - 10:00 PM | Wed: 11:00 AM - 10:00 PM | Thu: 11:00 AM - 10:00 PM | Fri: 11:00 AM - 10:00 PM | Sat: 11:00 AM - 10:00 PM | Sun: 11:00 AM - 10:00 PM,,,1
chayhana-salom-brooklyn,True,https://www.yelp.com/biz/chayhana-salom-brooklyn,Chayhana Salom,4.4,140,Claimed,$$,"Uzbek, Halal",179,(718) 332-2200,"1652 Sheepshead Bay Rd Brooklyn, NY 11235","Takes Reservations, Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Casual, Moderate Noise, Offers Catering, Good for Groups, Good For Kids, Good for Lunch, Dinner, Street Parking, Free Wi-Fi, TV, Gender-neutral restrooms, No Outdoor Seating, No Alcohol, Bike Parking",Mon: 11:00 AM - 12:00 AM (Next day) | Tue: 11:00 AM - 12:00 AM (Next day) | Wed: 11:00 AM - 12:00 AM (Next day) | Thu: 11:00 AM - 12:00 AM (Next day) | Fri: 11:00 AM - 12:00 AM (Next day) | Sat: 11:00 AM - 12:00 AM (Next day) | Sun: 11:00 AM - 12:00 AM (Next day),,,1
nougatine-at-jean-georges-new-york-3,False,https://www.yelp.com/biz/nougatine-at-jean-georges-new-york-3,Nougatine at Jean-Georges,3.9,1259,Unclaimed,$$$,"French, Asian Fusion, Breakfast & Brunch",>1000,(212) 299-3900,"1 Central Park W New York, NY 10023","Takes Reservations, Offers Delivery, Offers Takeout, Vegan Options, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Intimate, Upscale, Classy, Moderate Noise, Dressy, Good for Groups, Good for Lunch, Dinner, Dessert, Waiter Service, Full Bar, Gender-neutral restrooms, Offers Catering, Not Good For Kids, No Wi-Fi, No Happy Hour, Dogs Not Allowed, No TV, No Bike Parking",Mon: 7:00 AM - 10:00 PM | Tue: 7:00 AM - 10:00 PM | Wed: 7:00 AM - 10:00 PM | Thu: 7:00 AM - 10:00 PM | Fri: 7:00 AM - 10:00 PM | Sat: 8:00 AM - 10:00 PM | Sun: 8:00 AM - 10:00 PM,,,1
brooklyn-fare-new-york,False,https://www.yelp.com/biz/brooklyn-fare-new-york-3,Brooklyn Fare,3.8,167,Claimed,$$,Grocery,56,(212) 216-9700,"431 W 37th St New York, NY 10018","Offers Delivery, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Offers Catering, Bike Parking",Mon: 7:00 AM - 10:00 PM | Tue: 7:00 AM - 10:00 PM | Wed: 7:00 AM - 10:00 PM | Thu: 7:00 AM - 10:00 PM | Fri: 7:00 AM - 10:00 PM | Sat: 7:00 AM - 10:00 PM | Sun: 7:00 AM - 10:00 PM,,,1
daniel-new-york-4,False,https://www.yelp.com/biz/daniel-new-york-4,Daniel,4.5,1898,Claimed,$$$$,"French, Bars, New American",>1000,(929) 895-4464,"60 E 65th St New York, NY 10065","Takes Reservations, Many Vegetarian Options, Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Outdoor Seating, Classy, Upscale, Moderate Noise, Dressy, Good for Groups, Good for Dinner, Waiter Service, Best nights on Thursday, Friday, Saturday, Full Bar, Wheelchair Accessible, TV, Offers Catering, Not Good For Kids, Not Good For Dancing, No Pool Table, No Wi-Fi, No Smoking, Dogs Not Allowed, Provides reusable tableware, No Bike Parking",Mon: Closed | Tue: 5:00 PM - 10:00 PM | Wed: 5:00 PM - 10:00 PM | Thu: 5:00 PM - 10:00 PM | Fri: 5:00 PM - 10:00 PM | Sat: 5:00 PM - 10:00 PM | Sun: 5:00 PM - 10:00 PM,,,1
